NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT01007279,Rosuvastatin in Preventing Myonecrosis in Elective Percutaneous Coronary Interventions (PCIs),https://clinicaltrials.gov/study/NCT01007279,ROMA,COMPLETED,"An increase in cardiac biomarkers has been shown to occur in 5% to 30% of patients after otherwise successful percutaneous coronary interventions (PCIs)(1) Apart from side-branch occlusion, intimal dissection and coronary spasm, a possible aetiology of myonecrosis after PCI might be distal embolization of atherogenic materials from plaque disruption,(2 )causing obstruction of blood flow at capillary level resulting in micro-infarction.(3,4 )Recent studies have suggested that pretreatment with Atorvastatin may be associated with a reduction in infarct size after elective PCI. (5-7 ).Actually the standard pretreatment in patients undergoing elective coronary-PCI and already treated with aspirin is copidogrel loading dose administration before procedure.(8,9 ) The investigators hypothesized that a high (40mg) loading dose of Rosuvastatin administered within 24h before the procedure may be effective in reducing the rate of periprocedural MI.Therefore, the investigators will conduct a single center,prospective randomized study to assess whether a single,high (40mg) loading (within24h)dose of Rosuvastatin is effective in preventing elevation of biomarkers of MI after elective coronary stent implantation.",NO,Periprocedural Myocardial Necrosis,DRUG: ROSUVASTATIN,"Myocardial enzymes arise, 6-12-24 hours","MACE, 1-6-9 MONTHS",,University of Roma La Sapienza,,ALL,"ADULT, OLDER_ADULT",PHASE3,160,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,ROMA55,2010-03,2010-09,2010-09,2009-11-04,,2010-10-26,"Policlinico Umberto I, Rome, 00166, Italy",
